GeneID	GeneName	Symbol	Chr	Start	End	Strand	GeneBiotype
AT1G74350	AT1G74350		Chr1	27949022	27951413	-	protein_coding
AT1G74360	AT1G74360		Chr1	27954129	27958114	+	protein_coding
AT1G09437	AT1G09437		Chr1	27954364	27954690	-	antisense_long_noncoding_rna
AT1G74370	AT1G74370		Chr1	27958086	27959400	-	protein_coding
AT1G09443	AT1G09443		Chr1	27958293	27958633	+	antisense_long_noncoding_rna
AT1G74380	AT1G74380	XXT5	Chr1	27959527	27961487	+	protein_coding
AT1G74385	AT1G74385		Chr1	27960725	27960970	-	protein_coding
AT1G74390	AT1G74390		Chr1	27961537	27963954	-	protein_coding
AT1G74400	AT1G74400		Chr1	27963926	27965390	+	protein_coding
AT1G74410	AT1G74410		Chr1	27965534	27967926	+	protein_coding
AT1G09447	AT1G09447		Chr1	27966970	27967335	-	antisense_long_noncoding_rna
AT1G09453	AT1G09453		Chr1	27967724	27968657	+	antisense_long_noncoding_rna
AT1G74420	AT1G74420	FUT3	Chr1	27967771	27969965	-	protein_coding
AT1G74430	AT1G74430	MYB95	Chr1	27975168	27977434	+	protein_coding
AT1G09457	AT1G09457		Chr1	27975520	27975752	-	antisense_long_noncoding_rna
AT1G74440	AT1G74440		Chr1	27976502	27980456	-	protein_coding
AT1G09463	AT1G09463		Chr1	27979692	27980004	+	antisense_long_noncoding_rna
AT1G74450	AT1G74450		Chr1	27982453	27984280	+	protein_coding
AT1G74453	AT1G74453		Chr1	27984604	27984713	-	small_nucleolar_rna
AT1G74456	AT1G74456		Chr1	27984745	27984826	-	small_nucleolar_rna
AT1G09467	AT1G09467		Chr1	27984975	27985042	-	small_nucleolar_rna
AT1G74457	AT1G74457		Chr1	27985957	27986536	+	pseudogene
AT1G74458	AT1G74458		Chr1	27986797	27987856	+	protein_coding
AT1G09473	MIR415		Chr1	27987016	27987125	+	mirna
AT1G74460	AT1G74460		Chr1	27987890	27989865	-	protein_coding
AT1G74470	AT1G74470		Chr1	27991165	27993445	+	protein_coding
AT1G74480	AT1G74480	RKD2	Chr1	27993032	27994178	-	protein_coding
AT1G74490	AT1G74490		Chr1	27994652	27996794	-	protein_coding
AT1G74500	AT1G74500	BS1	Chr1	27997919	27998821	-	protein_coding
AT1G74510	AT1G74510		Chr1	28005264	28007748	+	protein_coding
AT1G74520	AT1G74520	HVA22A	Chr1	28007961	28009451	-	protein_coding
AT1G74530	AT1G74530		Chr1	28009465	28012634	-	protein_coding
AT1G09477	AT1G09477		Chr1	28012571	28012893	-	long_noncoding_rna
AT1G74545	AT1G74545		Chr1	28013118	28015826	-	antisense_long_noncoding_rna
AT1G74540	AT1G74540	CYP98A8	Chr1	28013180	28015049	+	protein_coding
AT1G74550	AT1G74550	CYP98A9	Chr1	28016045	28017711	+	protein_coding
AT1G09487	AT1G09487		Chr1	28016582	28017771	-	antisense_long_noncoding_rna
AT1G74560	AT1G74560	NRP1	Chr1	28017584	28020059	-	protein_coding
AT1G74570	AT1G74570		Chr1	28020383	28020463	-	pre_trna
AT1G74580	AT1G74580		Chr1	28020548	28023905	+	protein_coding
AT1G74590	AT1G74590	GSTU10	Chr1	28023627	28024860	-	protein_coding
AT1G74600	AT1G74600	OTP87	Chr1	28024840	28027869	-	protein_coding
AT1G74610	AT1G74610		Chr1	28027960	28028040	+	pre_trna
AT1G74620	AT1G74620		Chr1	28028252	28029001	+	protein_coding
AT1G74630	AT1G74630		Chr1	28030465	28032556	+	protein_coding
AT1G74640	AT1G74640		Chr1	28032562	28034863	+	protein_coding
AT1G74650	AT1G74650	MYB31	Chr1	28041146	28043022	+	protein_coding
AT1G09493	AT1G09493		Chr1	28045332	28046073	+	long_noncoding_rna
AT1G74660	AT1G74660	MIF1	Chr1	28045472	28048289	-	protein_coding
AT1G09497	AT1G09497		Chr1	28047169	28047416	+	long_noncoding_rna
AT1G74670	AT1G74670	GASA6	Chr1	28053030	28054149	+	protein_coding
AT1G74675	AT1G74675		Chr1	28053944	28055437	-	protein_coding
AT1G09503	AT1G09503		Chr1	28056529	28056771	-	long_noncoding_rna
AT1G09507	AT1G09507		Chr1	28056529	28056805	+	long_noncoding_rna
AT1G74680	AT1G74680		Chr1	28059108	28061130	+	protein_coding
AT1G74690	AT1G74690	IQD31	Chr1	28061159	28064771	-	protein_coding
AT1G74700	AT1G74700	TRZ1	Chr1	28065014	28067423	+	protein_coding
AT1G74710	AT1G74710	EDS16	Chr1	28070295	28074177	+	protein_coding
AT1G74720	AT1G74720	QKY	Chr1	28074927	28078831	+	protein_coding
AT1G74730	AT1G74730		Chr1	28078852	28079987	+	protein_coding
AT1G09513	AT1G09513		Chr1	28079103	28079431	-	antisense_long_noncoding_rna
AT1G74740	AT1G74740	CPK30	Chr1	28079946	28082671	-	protein_coding
AT1G74750	AT1G74750		Chr1	28085753	28089642	+	protein_coding
AT1G74770	AT1G74770		Chr1	28089172	28094956	-	protein_coding
AT1G74780	AT1G74780		Chr1	28095729	28098225	+	protein_coding
AT1G74790	AT1G74790		Chr1	28098464	28101896	+	protein_coding
AT1G74800	AT1G74800		Chr1	28101762	28105193	-	protein_coding
AT1G74810	AT1G74810	BOR5	Chr1	28107822	28111940	+	protein_coding
AT1G74820	AT1G74820		Chr1	28111808	28112579	-	protein_coding
AT1G74830	AT1G74830		Chr1	28113194	28115281	-	protein_coding
AT1G74840	AT1G74840		Chr1	28115443	28117422	-	protein_coding
AT1G74850	AT1G74850	PTAC2	Chr1	28118664	28122577	-	protein_coding
AT1G74860	AT1G74860		Chr1	28123301	28126076	+	protein_coding
AT1G74870	AT1G74870		Chr1	28126928	28128790	+	protein_coding
AT1G74875	AT1G74875		Chr1	28128470	28129745	-	protein_coding
AT1G74880	AT1G74880	NdhO	Chr1	28129828	28131077	-	protein_coding
AT1G74890	AT1G74890	ARR15	Chr1	28131447	28133025	-	protein_coding
AT1G74900	AT1G74900	OTP43	Chr1	28133933	28135667	+	protein_coding
AT1G09517	AT1G09517		Chr1	28134653	28135270	-	antisense_long_noncoding_rna
AT1G74910	AT1G74910		Chr1	28135361	28138971	-	protein_coding
AT1G74920	AT1G74920	ALDH10A8	Chr1	28138997	28142837	-	protein_coding
AT1G74930	AT1G74930	ORA47	Chr1	28143851	28145058	+	protein_coding
AT1G74929	AT1G74929		Chr1	28143997	28144098	-	protein_coding
AT1G74940	AT1G74940		Chr1	28145978	28147485	+	protein_coding
AT1G74950	AT1G74950	TIFY10B	Chr1	28148574	28150446	-	protein_coding
AT1G74960	AT1G74960	FAB1	Chr1	28151920	28156350	-	protein_coding
AT1G74970	AT1G74970	RPS9	Chr1	28157386	28159317	-	protein_coding
AT1G74990	AT1G74990		Chr1	28159715	28160510	-	protein_coding
AT1G75000	AT1G75000		Chr1	28163344	28164814	+	protein_coding
AT1G75010	AT1G75010	ARC3	Chr1	28164828	28170113	-	protein_coding
AT1G75020	AT1G75020	LPAT4	Chr1	28170752	28173678	+	protein_coding
AT1G75030	AT1G75030	TLP-3	Chr1	28174187	28175456	+	protein_coding
AT1G75040	AT1G75040	PR5	Chr1	28177670	28179022	+	protein_coding
AT1G75050	AT1G75050		Chr1	28180057	28181246	+	protein_coding
AT1G75060	AT1G75060		Chr1	28181275	28183517	-	protein_coding
AT1G75070	AT1G75070		Chr1	28184532	28184603	+	pre_trna
AT1G75080	AT1G75080	BZR1	Chr1	28185504	28188075	+	protein_coding
AT1G09523	AT1G09523		Chr1	28186684	28186903	-	antisense_long_noncoding_rna
AT1G75090	AT1G75090		Chr1	28187447	28189765	-	protein_coding
AT1G09527	AT1G09527		Chr1	28188388	28188831	+	antisense_long_noncoding_rna
AT1G75100	AT1G75100	JAC1	Chr1	28190740	28194068	-	protein_coding
AT1G75110	AT1G75110	RRA2	Chr1	28194005	28196033	-	protein_coding
AT1G75120	AT1G75120	RRA1	Chr1	28196857	28198945	-	protein_coding
AT1G75125	AT1G75125		Chr1	28199140	28199887	-	protein_coding
AT1G75130	AT1G75130	CYP721A1	Chr1	28199938	28201975	-	protein_coding
AT1G75140	AT1G75140		Chr1	28202053	28204362	-	protein_coding
AT1G75150	AT1G75150		Chr1	28204387	28208590	-	protein_coding
AT1G75160	AT1G75160		Chr1	28209407	28211826	+	protein_coding
AT1G09533	AT1G09533		Chr1	28212219	28212357	+	small_nucleolar_rna
AT1G75163	AT1G75163		Chr1	28212395	28212474	+	small_nucleolar_rna
AT1G75166	AT1G75166		Chr1	28212518	28212603	+	small_nucleolar_rna
AT1G75170	AT1G75170		Chr1	28213666	28215887	+	protein_coding
AT1G09537	AT1G09537		Chr1	28213926	28214368	-	antisense_long_noncoding_rna
AT1G75180	AT1G75180		Chr1	28215836	28218801	-	protein_coding
AT1G09543	AT1G09543		Chr1	28216360	28219186	+	antisense_long_noncoding_rna
AT1G75190	AT1G75190		Chr1	28219225	28220372	+	protein_coding
AT1G75200	AT1G75200		Chr1	28220626	28223785	-	protein_coding
AT1G75210	AT1G75210		Chr1	28223836	28229082	+	protein_coding
AT1G75220	AT1G75220	ERDL6	Chr1	28229026	28233134	-	protein_coding
AT1G75230	AT1G75230		Chr1	28234086	28237290	+	protein_coding
AT1G75240	AT1G75240	HB33	Chr1	28241011	28242795	+	protein_coding
AT1G75250	AT1G75250	RL6	Chr1	28244317	28245581	-	protein_coding
AT1G75260	AT1G75260		Chr1	28247641	28249485	+	protein_coding
AT1G75261	AT1G75261		Chr1	28249567	28250016	+	pseudogene
AT1G75270	AT1G75270	DHAR2	Chr1	28250075	28251469	-	protein_coding
AT1G75280	AT1G75280		Chr1	28251626	28253686	+	protein_coding
AT1G75290	AT1G75290		Chr1	28253722	28255173	+	protein_coding
AT1G75295	AT1G75295		Chr1	28254820	28257236	-	antisense_long_noncoding_rna
AT1G75300	AT1G75300		Chr1	28255495	28257040	+	protein_coding
AT1G75310	AT1G75310	AUL1	Chr1	28260801	28266323	+	protein_coding
AT1G75330	AT1G75330	OTC	Chr1	28266259	28268416	-	protein_coding
AT1G75335	AT1G75335		Chr1	28268541	28269002	+	protein_coding
AT1G75340	AT1G75340		Chr1	28268968	28272081	-	protein_coding
AT1G75350	AT1G75350	emb2184	Chr1	28272071	28273009	+	protein_coding
AT1G75360	AT1G75360		Chr1	28274588	28276589	+	protein_coding
AT1G75370	AT1G75370		Chr1	28276281	28280033	-	protein_coding
AT1G75380	AT1G75380	BBD1	Chr1	28281195	28284168	-	protein_coding
AT1G09547	AT1G09547		Chr1	28288909	28289117	-	long_noncoding_rna
AT1G75390	AT1G75390	bZIP44	Chr1	28291698	28293008	+	protein_coding
AT1G75394	AT1G75394		Chr1	28294518	28295301	+	pseudogene
AT1G75400	AT1G75400		Chr1	28296886	28299768	+	protein_coding
AT1G75410	AT1G75410	BLH3	Chr1	28299786	28302728	-	protein_coding
AT1G75420	AT1G75420		Chr1	28305218	28307548	+	protein_coding
AT1G75430	AT1G75430	BLH11	Chr1	28307893	28309610	-	protein_coding
AT1G75440	AT1G75440	UBC16	Chr1	28313379	28315122	+	protein_coding
AT1G09553	AT1G09553		Chr1	28314311	28314700	-	antisense_long_noncoding_rna
AT1G75450	AT1G75450	CKX5	Chr1	28314458	28318375	-	protein_coding
AT1G09557	AT1G09557		Chr1	28318139	28318355	+	antisense_long_noncoding_rna
AT1G75460	AT1G75460		Chr1	28327698	28329764	+	protein_coding
AT1G75470	AT1G75470	PUP15	Chr1	28330054	28331300	+	protein_coding
AT1G75480	AT1G75480		Chr1	28334088	28334744	-	pseudogene
AT1G75490	AT1G75490		Chr1	28335502	28336990	+	protein_coding
AT1G75500	AT1G75500	WAT1	Chr1	28337726	28340275	-	protein_coding
AT1G09563	AT1G09563		Chr1	28343829	28344031	-	long_noncoding_rna
AT1G09567	AT1G09567		Chr1	28343829	28344031	+	long_noncoding_rna
AT1G75510	AT1G75510		Chr1	28346998	28348776	-	protein_coding
AT1G75520	AT1G75520	SRS5	Chr1	28351522	28353549	-	protein_coding
AT1G09875	AT1G09875		Chr1	28354197	28354597	-	novel_transcribed_region
AT1G75530	AT1G75530		Chr1	28359309	28361815	+	protein_coding
AT1G75540	AT1G75540	BBX21	Chr1	28365824	28367738	+	protein_coding
AT1G75550	AT1G75550		Chr1	28368447	28370061	-	protein_coding
AT1G75560	AT1G75560		Chr1	28371141	28373301	-	protein_coding
AT1G75570	AT1G75570		Chr1	28373489	28373561	-	pre_trna
AT1G75580	AT1G75580		Chr1	28377377	28378310	+	protein_coding
AT1G75590	AT1G75590		Chr1	28382813	28383769	-	protein_coding
AT1G75600	AT1G75600		Chr1	28390665	28391585	+	protein_coding
AT1G75610	AT1G75610		Chr1	28392704	28393312	+	pseudogene
AT1G75620	AT1G75620		Chr1	28394763	28396677	-	protein_coding
AT1G75630	AT1G75630	AVA-P4	Chr1	28400439	28402355	+	protein_coding
AT1G75640	AT1G75640		Chr1	28403371	28407182	-	protein_coding
AT1G75650	AT1G75650		Chr1	28407984	28408056	+	pre_trna
AT1G75660	AT1G75660	XRN3	Chr1	28408134	28415118	+	protein_coding
AT1G75670	AT1G75670		Chr1	28415152	28416961	-	protein_coding
AT1G75680	AT1G75680	GH9B7	Chr1	28417052	28419635	-	protein_coding
AT1G09573	AT1G09573		Chr1	28420323	28420635	+	long_noncoding_rna
AT1G75690	AT1G75690	LQY1	Chr1	28421730	28423520	-	protein_coding
AT1G75700	AT1G75700	HVA22G	Chr1	28423495	28425112	+	protein_coding
AT1G75710	AT1G75710		Chr1	28428671	28431339	+	protein_coding
AT1G75717	AT1G75717		Chr1	28433919	28434261	+	protein_coding
AT1G75720	AT1G75720		Chr1	28434524	28435489	-	protein_coding
AT1G75730	AT1G75730		Chr1	28435625	28439835	-	protein_coding
AT1G75740	AT1G75740		Chr1	28440889	28440960	+	pre_trna
AT1G75750	AT1G75750	GASA1	Chr1	28441501	28442435	-	protein_coding
AT1G75760	AT1G75760		Chr1	28446632	28448735	-	protein_coding
AT1G75770	AT1G75770		Chr1	28449905	28451148	+	protein_coding
AT1G75780	AT1G75780	TUB1	Chr1	28451138	28453820	-	protein_coding
AT1G75785	AT1G75785		Chr1	28451154	28451792	+	protein_coding
AT1G75790	AT1G75790	sks18	Chr1	28454781	28457528	-	protein_coding
AT1G75800	AT1G75800		Chr1	28458691	28460961	+	protein_coding
AT1G75810	AT1G75810		Chr1	28461444	28462366	+	protein_coding
AT1G75820	AT1G75820	CLV1	Chr1	28463344	28466971	-	protein_coding
AT1G09577	AT1G09577		Chr1	28467241	28467900	+	long_noncoding_rna
AT1G09583	AT1G09583		Chr1	28470024	28470292	-	other_rna
AT1G75830	AT1G75830	LCR67	Chr1	28472357	28472898	+	protein_coding
AT1G75840	AT1G75840	ARAC5	Chr1	28475649	28477802	+	protein_coding
AT1G75850	AT1G75850	VPS35B	Chr1	28477768	28483946	-	protein_coding
AT1G75860	AT1G75860		Chr1	28484129	28486077	-	protein_coding
AT1G75870	AT1G75870		Chr1	28486229	28487443	+	protein_coding
AT1G09587	AT1G09587		Chr1	28487910	28488251	-	long_noncoding_rna
AT1G75880	AT1G75880		Chr1	28490443	28492578	+	protein_coding
AT1G75890	AT1G75890		Chr1	28492944	28495246	+	protein_coding
AT1G75891	AT1G75891		Chr1	28492958	28494327	-	antisense_long_noncoding_rna
AT1G09593	AT1G09593		Chr1	28495290	28495666	+	long_noncoding_rna
AT1G09597	AT1G09597		Chr1	28495429	28495666	-	long_noncoding_rna
AT1G75900	AT1G75900		Chr1	28498821	28501254	+	protein_coding
AT1G75910	AT1G75910	EXL4	Chr1	28501434	28503283	+	protein_coding
AT1G09603	AT1G09603		Chr1	28503779	28504403	-	long_noncoding_rna
AT1G75920	AT1G75920		Chr1	28504041	28507168	+	protein_coding
AT1G75930	AT1G75930	EXL6	Chr1	28508072	28509881	+	protein_coding
AT1G75940	AT1G75940	ATA27	Chr1	28511142	28514284	+	protein_coding
AT1G75945	AT1G75945		Chr1	28515245	28515916	-	protein_coding
AT1G75950	AT1G75950	SKP1	Chr1	28516519	28517896	+	protein_coding
AT1G75960	AT1G75960		Chr1	28517939	28519938	+	protein_coding
AT1G75970	AT1G75970		Chr1	28519985	28520056	-	pre_trna
AT1G75980	AT1G75980		Chr1	28522554	28524418	-	protein_coding
AT1G75990	AT1G75990		Chr1	28524404	28526848	-	protein_coding
AT1G76000	AT1G76000		Chr1	28527767	28527838	+	pre_trna
AT1G76010	AT1G76010		Chr1	28528059	28531771	-	protein_coding
AT1G76020	AT1G76020		Chr1	28532045	28533694	-	protein_coding
AT1G76030	AT1G76030	VAB1	Chr1	28533710	28537194	+	protein_coding
AT1G76040	AT1G76040	CPK29	Chr1	28537593	28540707	+	protein_coding
AT1G76050	AT1G76050		Chr1	28540784	28543227	+	protein_coding
AT1G76060	AT1G76060	EMB1793	Chr1	28543100	28543850	-	protein_coding
AT1G76065	AT1G76065		Chr1	28544338	28545708	-	protein_coding
AT1G76062	AT1G76062	MIR835A	Chr1	28544454	28544853	-	mirna
AT1G76070	AT1G76070		Chr1	28546382	28547611	+	protein_coding
AT1G76080	AT1G76080	CDSP32	Chr1	28547786	28549586	-	protein_coding
AT1G76090	AT1G76090	SMT3	Chr1	28550202	28551836	-	protein_coding
AT1G76100	AT1G76100	PETE1	Chr1	28553883	28554930	-	protein_coding
AT1G76110	AT1G76110		Chr1	28555034	28557615	-	protein_coding
AT1G76120	AT1G76120		Chr1	28558630	28560473	-	protein_coding
AT1G76130	AT1G76130	AMY2	Chr1	28560629	28564159	+	protein_coding
AT1G09607	AT1G09607		Chr1	28568368	28568677	-	long_noncoding_rna
AT1G76135	AT1G76135	MIR394B	Chr1	28568808	28568928	+	mirna
AT1G76140	AT1G76140		Chr1	28571119	28575036	+	protein_coding
AT1G76150	AT1G76150	ECH2	Chr1	28574740	28577700	-	protein_coding
AT1G76160	AT1G76160	sks5	Chr1	28577842	28581315	-	protein_coding
AT1G76170	AT1G76170		Chr1	28583850	28586418	-	protein_coding
AT1G76180	AT1G76180	ERD14	Chr1	28586663	28587931	-	protein_coding
AT1G76185	AT1G76185		Chr1	28590325	28591531	+	protein_coding
AT1G76190	AT1G76190		Chr1	28592059	28592820	+	protein_coding
AT1G76200	AT1G76200		Chr1	28593211	28594750	+	protein_coding
AT1G76210	AT1G76210		Chr1	28594950	28595996	-	protein_coding
AT1G76220	AT1G76220		Chr1	28597376	28598420	-	protein_coding
AT1G76230	AT1G76230		Chr1	28599678	28600491	-	protein_coding
AT1G09613	AT1G09613		Chr1	28600507	28600725	-	long_noncoding_rna
AT1G76240	AT1G76240		Chr1	28602705	28603932	-	protein_coding
AT1G76250	AT1G76250		Chr1	28606444	28609225	-	protein_coding
AT1G76260	AT1G76260	DWA2	Chr1	28610193	28613263	+	protein_coding
AT1G76270	AT1G76270		Chr1	28613207	28616785	-	protein_coding
AT1G76280	AT1G76280		Chr1	28617577	28622777	-	protein_coding
AT1G76290	AT1G76290		Chr1	28623398	28625408	-	protein_coding
AT1G76300	AT1G76300	SmD3	Chr1	28625871	28627408	+	protein_coding
AT1G76310	AT1G76310	CYCB2;4	Chr1	28627694	28630789	-	protein_coding
AT1G76320	AT1G76320	FRS4	Chr1	28631223	28634588	+	protein_coding
AT1G76330	AT1G76330		Chr1	28634692	28634773	+	pre_trna
AT1G76340	AT1G76340	GONST3	Chr1	28634881	28636968	-	protein_coding
AT1G76350	AT1G76350		Chr1	28639453	28643086	+	protein_coding
AT1G09617	AT1G09617		Chr1	28639806	28640505	-	antisense_long_noncoding_rna
AT1G76360	AT1G76360		Chr1	28643038	28646721	-	protein_coding
AT1G09623	AT1G09623		Chr1	28645595	28645885	+	antisense_long_noncoding_rna
AT1G76370	AT1G76370		Chr1	28648327	28650577	-	protein_coding
AT1G76380	AT1G76380		Chr1	28651069	28654660	-	protein_coding
AT1G09627	AT1G09627		Chr1	28655208	28658086	-	antisense_long_noncoding_rna
AT1G76390	AT1G76390	PUB43	Chr1	28655208	28658711	+	protein_coding
AT1G76400	AT1G76400		Chr1	28658554	28661710	-	protein_coding
AT1G76405	AT1G76405		Chr1	28661789	28663826	+	protein_coding
AT1G76410	AT1G76410	ATL8	Chr1	28668664	28669652	+	protein_coding
AT1G76420	AT1G76420	CUC3	Chr1	28671806	28674045	-	protein_coding
AT1G76430	AT1G76430	PHT1;9	Chr1	28678935	28682062	-	protein_coding
AT1G76440	AT1G76440		Chr1	28682084	28683785	-	protein_coding
AT1G76450	AT1G76450		Chr1	28684551	28686244	+	protein_coding
AT1G76460	AT1G76460		Chr1	28686181	28689208	-	protein_coding
AT1G76465	AT1G76465		Chr1	28688781	28689163	+	protein_coding
AT1G76470	AT1G76470		Chr1	28689766	28691659	-	protein_coding
AT1G76480	AT1G76480		Chr1	28692070	28693428	-	protein_coding
AT1G76490	AT1G76490	HMG1	Chr1	28695760	28698852	+	protein_coding
AT1G76500	AT1G76500	SOB3	Chr1	28704963	28706691	+	protein_coding
AT1G76510	AT1G76510		Chr1	28708339	28712968	-	protein_coding
AT1G76520	AT1G76520		Chr1	28714765	28717910	+	protein_coding
AT1G76530	AT1G76530		Chr1	28718069	28720371	+	protein_coding
AT1G76540	AT1G76540	CDKB2;1	Chr1	28720328	28722550	-	protein_coding
AT1G76550	AT1G76550		Chr1	28722657	28727111	-	protein_coding
AT1G76560	AT1G76560	CP12-3	Chr1	28728206	28728976	+	protein_coding
AT1G76570	AT1G76570		Chr1	28728998	28730851	+	protein_coding
AT1G76580	AT1G76580		Chr1	28734207	28738967	+	protein_coding
AT1G09633	AT1G09633		Chr1	28739770	28740168	-	long_noncoding_rna
AT1G76590	AT1G76590		Chr1	28740540	28742231	+	protein_coding
AT1G76600	AT1G76600		Chr1	28746833	28747848	+	protein_coding
AT1G76610	AT1G76610		Chr1	28750872	28751875	+	protein_coding
AT1G76620	AT1G76620		Chr1	28756521	28759332	+	protein_coding
AT1G76630	AT1G76630		Chr1	28759478	28765042	+	protein_coding
AT1G76640	AT1G76640		Chr1	28765254	28765866	-	protein_coding
AT1G76650	AT1G76650	CML38	Chr1	28766750	28768138	-	protein_coding
AT1G76660	AT1G76660		Chr1	28768759	28771538	-	protein_coding
AT1G76670	AT1G76670		Chr1	28772563	28775002	-	protein_coding
AT1G09885	AT1G09885		Chr1	28775780	28776264	-	novel_transcribed_region
AT1G76680	AT1G76680	OPR1	Chr1	28776626	28778837	+	protein_coding
AT1G76690	AT1G76690	OPR2	Chr1	28778622	28780483	+	protein_coding
AT1G76700	AT1G76700		Chr1	28780408	28783257	-	protein_coding
AT1G09637	AT1G09637		Chr1	28782714	28782958	+	antisense_long_noncoding_rna
AT1G09647	AT1G09647		Chr1	28785165	28785372	-	long_noncoding_rna
AT1G76705	AT1G76705		Chr1	28786290	28787328	+	protein_coding
AT1G09905	AT1G09905		Chr1	28787605	28789885	+	novel_transcribed_region
AT1G76710	AT1G76710	ASHH1	Chr1	28789698	28792719	-	protein_coding
AT1G76720	AT1G76720		Chr1	28794144	28800402	-	protein_coding
AT1G09653	AT1G09653		Chr1	28801490	28801798	+	long_noncoding_rna
AT1G76728	AT1G76728		Chr1	28802633	28802734	+	protein_coding
AT1G76730	AT1G76730	COG0212	Chr1	28802753	28804858	-	protein_coding
AT1G76740	AT1G76740		Chr1	28805114	28810647	+	protein_coding
AT1G76750	AT1G76750	EC1.1	Chr1	28811040	28811721	+	protein_coding
AT1G09657	AT1G09657		Chr1	28811060	28811379	-	antisense_long_noncoding_rna
AT1G76760	AT1G76760	TY1	Chr1	28811685	28813164	-	protein_coding
AT1G09663	AT1G09663		Chr1	28812404	28812786	+	antisense_long_noncoding_rna
AT1G09667	AT1G09667		Chr1	28813116	28813465	+	long_noncoding_rna
AT1G76770	AT1G76770		Chr1	28813454	28814378	+	protein_coding
AT1G76780	AT1G76780		Chr1	28814434	28822256	+	protein_coding
AT1G09673	AT1G09673		Chr1	28816622	28817970	-	antisense_long_noncoding_rna
AT1G76790	AT1G76790	IGMT5	Chr1	28822186	28823727	-	protein_coding
AT1G76800	AT1G76800		Chr1	28829243	28830278	+	protein_coding
AT1G76810	AT1G76810		Chr1	28830902	28836748	-	protein_coding
AT1G76820	AT1G76820		Chr1	28837573	28842566	+	protein_coding
AT1G76830	AT1G76830		Chr1	28844644	28845905	+	protein_coding
AT1G76840	AT1G76840		Chr1	28846566	28847288	-	protein_coding
AT1G76850	AT1G76850	SEC5A	Chr1	28847871	28854499	+	protein_coding
AT1G09677	AT1G09677		Chr1	28848219	28848743	-	antisense_long_noncoding_rna
AT1G76860	AT1G76860	LSM3B	Chr1	28854414	28855750	-	protein_coding
AT1G76870	AT1G76870		Chr1	28856839	28858851	+	protein_coding
AT1G76878	AT1G76878		Chr1	28865305	28868258	-	antisense_long_noncoding_rna
AT1G76880	AT1G76880		Chr1	28865314	28868225	+	protein_coding
AT1G76890	AT1G76890	GT2	Chr1	28873052	28875435	-	protein_coding
AT1G76892	AT1G76892		Chr1	28874691	28874999	+	antisense_long_noncoding_rna
AT1G76900	AT1G76900	TLP1	Chr1	28881539	28885023	+	protein_coding
AT1G09683	AT1G09683		Chr1	28886891	28887095	+	long_noncoding_rna
AT1G76910	AT1G76910		Chr1	28887218	28888104	+	protein_coding
